auroc,brier,ece,calibration_slope,sharpness,high_confidence_error,mean_prediction,model,training_n,regime,seed
0.5147093968369351,0.27409186019340537,0.30423302277844827,0.3018451225884653,0.5668293256274045,,0.46310031055488493,Neural network,500,novel,2
0.8442255511546259,0.14713916530784416,0.013751829729957825,1.0281595279552287,0.7836300378473215,0.0535924617196702,0.3317096729708543,Logistic regression,1000,reference,2
0.7932624925628393,0.21244371711634108,0.2370009155507435,0.7568290454630516,0.7537995177602325,0.16258169934640523,0.5303324177825899,Logistic regression,1000,novel,2
0.8162686001775084,0.1611505192782311,0.03427808567741493,1.248062129638885,0.7358237879134525,0.042689434364994665,0.33392976129319596,Random forest,1000,reference,2
0.7911040044909248,0.2255580927146723,0.2797699940737988,1.0123929870980188,0.6898163962595035,0.2903225806451613,0.48756333925953443,Random forest,1000,novel,2
0.8145319696812066,0.16234483649082662,0.03936398825675825,0.740265533450031,0.80021666683852,0.08357628765792031,0.33408628420427267,Gradient boosting,1000,reference,2
0.7712985967104722,0.22774321689765537,0.236646555879578,0.5661357851148934,0.7774709917939021,0.18524970963995355,0.5306867774537553,Gradient boosting,1000,novel,2
0.8157764200547658,0.16708964869194462,0.08406096604702576,1.8347736332375872,0.69171040096117,0.010526315789473684,0.356600530971306,Neural network,1000,reference,2
0.7440664527419785,0.2455340162996756,0.29757448047463736,1.2452403877315403,0.6550977826205701,0.14814814814814814,0.4697588528586959,Neural network,1000,novel,2
0.8453039918483523,0.1466303241119734,0.014011118796445513,0.990996516273257,0.7856640141759595,0.05533371363377068,0.34141518851584085,Logistic regression,2000,reference,2
0.7968716937308781,0.20453687704668067,0.22120225124843654,0.7393232942927348,0.7614049591764523,0.14391691394658754,0.5461310820848968,Logistic regression,2000,novel,2
0.822038369889478,0.15756129674131705,0.028816002199436707,1.1489804352311643,0.7468506644672299,0.05253623188405797,0.34442514197113466,Random forest,2000,reference,2
0.8005176139348118,0.21067675497651278,0.2519695460336291,0.9438782950841209,0.7174822640310037,0.21008403361344538,0.5153637872997042,Random forest,2000,novel,2
0.8249114324669138,0.15701717786336777,0.027722957650687892,0.821026004188671,0.7932942621231566,0.0707823310271421,0.34445055090900206,Gradient boosting,2000,reference,2
0.7836016519832014,0.2138797425556731,0.21763285040010533,0.6079839439145802,0.7825667427584597,0.16265750286368844,0.549700482933228,Gradient boosting,2000,novel,2
0.800891175801513,0.18051464497383685,0.11633623742591592,2.44011131864925,0.6510391000903701,0.0,0.3787758657986662,Neural network,2000,reference,2
0.7373991471225968,0.25067401183083976,0.3050616198536006,1.6675031574199055,0.6202902774642443,,0.46227171347973284,Neural network,2000,novel,2
0.8466085491749543,0.14606158734723976,0.009925787711561516,1.0194386580245427,0.7831296190927884,0.04809976247030879,0.3415375681109243,Logistic regression,4000,reference,2
0.7857419361263036,0.2103872938031512,0.22586405868545967,0.7101105184999377,0.7581209184463317,0.1540247678018576,0.5414692746478736,Logistic regression,4000,novel,2
0.8277172947241775,0.15554310366120297,0.032636571337084266,1.1520692282953506,0.7504085782331119,0.0472972972972973,0.3404996833881486,Random forest,4000,reference,2
0.7852904164561028,0.21868269850326633,0.2580180056636067,0.888523111046284,0.7150539531032002,0.1748148148148148,0.5093153276697266,Random forest,4000,novel,2
0.8327372830860775,0.15248015554082414,0.018038484846901313,0.9219012805108847,0.7860017562591927,0.06571428571428571,0.33879419128663174,Gradient boosting,4000,reference,2
0.7724277848588121,0.22258160447416137,0.2354121628976611,0.6211204706897998,0.7659747701256553,0.1890156918687589,0.5319211704356722,Gradient boosting,4000,novel,2
0.8342866238011587,0.15187345604256805,0.028099544466753074,1.170695270573219,0.7564585250336953,0.0354251012145749,0.3515239162236228,Neural network,4000,reference,2
0.7477313548204003,0.23047809403230454,0.2528738905227435,0.7408703954529172,0.7288806869693423,0.17281879194630873,0.5144594428105899,Neural network,4000,novel,2
0.8466035713734602,0.1460789075229568,0.01063987451132733,1.0408996062285159,0.7808037987803612,0.04671173939766441,0.3403602578606203,Logistic regression,8000,reference,2
0.7863798515804122,0.21126197539358874,0.2295237931504761,0.727325402203691,0.7548310049708301,0.15553745928338764,0.5378095401828572,Logistic regression,8000,novel,2
0.8299926477871931,0.15419246091552202,0.02758799930583886,1.132666785356412,0.754553327174813,0.05457463884430177,0.341125423217507,Random forest,8000,reference,2
0.7870538637138753,0.21682706399942978,0.2546785078571813,0.8818731054423181,0.7190683805789798,0.15577190542420027,0.512654825476152,Random forest,8000,novel,2
0.837801076101127,0.15029900371521418,0.013864686333796825,1.0043514491294683,0.7789636347337494,0.051889814221652786,0.340071340665146,Gradient boosting,8000,reference,2
0.7835011414018954,0.21585094190387805,0.23657223991119802,0.715087905255329,0.7541928386764851,0.1703204047217538,0.5307610934221354,Gradient boosting,8000,novel,2
0.841530071645497,0.14828250477394386,0.009929733723081579,1.0183764879690766,0.781557823286876,0.053934010152284266,0.3436464469160093,Neural network,8000,reference,2
0.7710608565119654,0.21849870287433865,0.23365891312584094,0.6928819665289067,0.7552994281712314,0.1839402427637722,0.5336744202074925,Neural network,8000,novel,2
0.8421787549869676,0.15048673119468367,0.026752162207982,1.0959580624578955,0.7770320279423832,0.04825396825396826,0.32049251291888586,Logistic regression,250,reference,3
0.7761987120468673,0.22319836602321944,0.2545304424483981,0.7583696453288572,0.7394776601290476,0.1640378548895899,0.5178028908849353,Logistic regression,250,novel,3
0.7989240206322779,0.1718003951031011,0.04276454322866889,1.2839468715141715,0.7308638131798147,0.05053598774885146,0.3238282760535066,Random forest,250,reference,3
0.7242990728026535,0.2698503862914171,0.32850899386862215,0.916945324403517,0.6784285117923262,0.345679012345679,0.44409345108103615,Random forest,250,novel,3
0.761667227277414,0.1956074895942193,0.11576948555877085,0.39770645524444287,0.8432877514081737,0.16390111750761938,0.29905050993647186,Gradient boosting,250,reference,3
0.6615168867704552,0.32626897176148284,0.3287391714080966,0.20858897563637352,0.8089408170965404,0.4175531914893617,0.4557719395979348,Gradient boosting,250,novel,3
0.5754880908211533,0.24264711497519054,0.14909779630095582,1.2911893961238419,0.5463627131189025,,0.4900441593679971,Neural network,250,reference,3
0.5047383556891547,0.2542065620208771,0.2744560745387736,0.19526811387849502,0.5518784947728961,,0.4978772587945598,Neural network,250,novel,3
0.8410407377006569,0.15147042861814705,0.03093917099612962,1.0714967502115016,0.7810750114401032,0.05343047965998786,0.3145533058478348,Logistic regression,500,reference,3
0.7652259605146504,0.23479736716680766,0.26780380747169497,0.7050598208621528,0.7409006661849648,0.20606060606060606,0.5045295258616384,Logistic regression,500,novel,3
0.8059867328814116,0.16839745208061788,0.04331138548581623,1.2813176834803797,0.7350100906169863,0.05584415584415584,0.3202087503352179,Random forest,500,reference,3
0.7337136993044597,0.2644205085541637,0.3228394103347958,0.8912976621028947,0.6821561240377179,0.34710743801652894,0.4494939229985375,Random forest,500,novel,3
0.7871433295903298,0.17999337647011387,0.07991709332308769,0.5708766631318083,0.8232533621884128,0.12070343725019984,0.30943898907041784,Gradient boosting,500,reference,3
0.715946366249587,0.27811736819156796,0.2900978240931248,0.37050175966799376,0.7929513604250096,0.31829963711767756,0.490236732336445,Gradient boosting,500,novel,3
0.8032209576083646,0.1746347047793478,0.08345631510053202,1.837919112600395,0.6858851644190875,0.05970149253731343,0.3566066372851846,Neural network,500,reference,3
0.6930016600200567,0.26660324589529016,0.3184102035271166,0.999267239129728,0.6495986295049113,0.0,0.4539887781616211,Neural network,500,novel,3
0.8416134332248695,0.1502219562694849,0.021727946453846066,1.0264929848204565,0.7836227620696521,0.053128689492325853,0.32343872021282055,Logistic regression,1000,reference,3
0.7555816357674607,0.2351541662441935,0.25873936384274643,0.6362869474872768,0.7491392817936312,0.20452488687782805,0.5135939694905869,Logistic regression,1000,novel,3
0.814965271423882,0.16368553757053617,0.03315251382118199,1.2267649375794145,0.7445865495496578,0.052845528455284556,0.32154905183374416,Random forest,1000,reference,3
0.736863598420485,0.25741584355202574,0.3076579635530771,0.8072103902793608,0.6982265238929491,0.25900900900900903,0.4646753697802563,Random forest,1000,novel,3
